2026-06-24,The Ordinary,Niacinamide 10% + Zinc 1%,60ml,Profumerie Galeazzi,11.25,Online,E-commerce,https://profumeriegaleazzi.it/products/niacinamide-10-zinc-1?variant=55978556260725
2026-06-24,CeraVe,Detergente Idratante,473ml,XFarma,18.50,Online,E-commerce,https://www.xfarma.it/it/cerave-detergente-idratante-viso-pelle-da-normale-a-secca-i-acido-ialuronico-e-ceramidi-473ml.html
2026-06-24,Cera di Cupra,Crema Idratante Opacizzante Per Pelli Miste O Grasse,50ml,Filgi Store,Errore: Spia,Online,E-commerce,https://www.filgistore.it/it/creme-viso/4848-cera-di-cupra-ricette-di-miele-crema-idratante-opacizzante-pelli-miste-o-grasse-50-ml-8002140055508.html
2026-06-24,The Ordinary,Niacinamide 10% + Zinc 1%,60ml,Profumerie Galeazzi,11.25,Online,E-commerce,https://profumeriegaleazzi.it/products/niacinamide-10-zinc-1?variant=55978556260725
2026-06-24,CeraVe,Detergente Idratante,473ml,XFarma,18.50,Online,E-commerce,https://www.xfarma.it/it/cerave-detergente-idratante-viso-pelle-da-normale-a-secca-i-acido-ialuronico-e-ceramidi-473ml.html
2026-06-24,Cera di Cupra,Crema Idratante Opacizzante Per Pelli Miste O Grasse,50ml,Filgi Store,"Errore: HTTPSConnectionPool(host='www.filgistore.it', port=443): Max retries exceeded with url: /it/creme-viso/4848-cera-di-cupra-ricette-di-miele-crema-idratante-opacizzante-pelli-miste-o-grasse-50-ml-8002140055508.html (Caused by ConnectTimeoutError(<HTTPSConnection(host='www.filgistore.it', port=443) at 0x7f1ba977a560>, 'Connection to www.filgistore.it timed out. (connect timeout=15)'))",Online,E-commerce,https://www.filgistore.it/it/creme-viso/4848-cera-di-cupra-ricette-di-miele-crema-idratante-opacizzante-pelli-miste-o-grasse-50-ml-8002140055508.html
2026-06-24,Cera di Cupra,Crema Idratante Opacizzante Per Pelli Miste O Grasse,50ml,FarmaSave,Errore Connessione,Online,E-commerce,https://www.farmasave.it/cera-di-cupra-crema-idratante-opacizzante-pelli-miste-grasse-50-ml.html
2026-06-24,Cera di Cupra,Crema Idratante Opacizzante Per Pelli Miste O Grasse,50ml,IdeaBellezza,N/D,Online,E-commerce,https://www.ideabellezza.it/crema-idratante-opacizzante/
2026-06-24,Cera di Cupra,Crema Idratante Opacizzante Per Pelli Miste O Grasse,50ml,Profumeria Web,Errore Connessione,Online,E-commerce,https://www.profumeriaweb.com/cera-di-cupra-crema-idratante-opacizzante-pelli-miste-o-grasse-50ml
2026-06-24,The Ordinary,Niacinamide 10% + Zinc 1%,60ml,Sephora,Bloccato da Anti-Bot,Online,E-commerce,https://www.sephora.it/p/niacinamide-10%25---zinc-1%25---siero-anti-imperfezioni-P3220023.html
2026-06-24,The Ordinary,Niacinamide 10% + Zinc 1%,60ml,Notino,N/D (Layout cambiato),Online,E-commerce,https://www.notino.it/the-ordinary/niacinamide-10-zinc-1-high-strength-vitamin-and-mineral-blemish-formula-siero-viso-leggero-contro-le-imperfezioni-della-pelle/
2026-06-24,CeraVe,Detergente Idratante,473ml,Douglas,Bloccato da Anti-Bot,Online,E-commerce,https://www.douglas.it/it/p/5002931180
2026-06-24,CeraVe,Detergente Idratante,473ml,XFarma,18.50,Online,E-commerce,https://www.xfarma.it/it/cerave-detergente-idratante-viso-pelle-da-normale-a-secca-i-acido-ialuronico-e-ceramidi-473ml.html
2026-06-24,Cera di Cupra,Crema Idratante Opacizzante,50ml,FarmaSave,Bloccato da Anti-Bot,Online,E-commerce,https://www.farmasave.it/cera-di-cupra-crema-idratante-opacizzante-pelli-miste-grasse-50-ml.html
2026-06-24,Cera di Cupra,Crema Idratante Opacizzante,50ml,Profumeria Web,Bloccato da Anti-Bot,Online,E-commerce,https://www.profumeriaweb.com/cera-di-cupra-crema-idratante-opacizzante-pelli-miste-o-grasse-50ml
2026-07-01,The Ordinary,Niacinamide 10% + Zinc 1%,60ml,Sephora,Bloccato da Anti-Bot,Online,E-commerce,https://www.sephora.it/p/niacinamide-10%25---zinc-1%25---siero-anti-imperfezioni-P3220023.html
2026-07-01,The Ordinary,Niacinamide 10% + Zinc 1%,60ml,Notino,N/D (Layout cambiato),Online,E-commerce,https://www.notino.it/the-ordinary/niacinamide-10-zinc-1-high-strength-vitamin-and-mineral-blemish-formula-siero-viso-leggero-contro-le-imperfezioni-della-pelle/
2026-07-01,CeraVe,Detergente Idratante,473ml,Douglas,Bloccato da Anti-Bot,Online,E-commerce,https://www.douglas.it/it/p/5002931180
2026-07-01,CeraVe,Detergente Idratante,473ml,XFarma,18.50,Online,E-commerce,https://www.xfarma.it/it/cerave-detergente-idratante-viso-pelle-da-normale-a-secca-i-acido-ialuronico-e-ceramidi-473ml.html
2026-07-01,Cera di Cupra,Crema Idratante Opacizzante,50ml,FarmaSave,Bloccato da Anti-Bot,Online,E-commerce,https://www.farmasave.it/cera-di-cupra-crema-idratante-opacizzante-pelli-miste-grasse-50-ml.html
2026-07-01,Cera di Cupra,Crema Idratante Opacizzante,50ml,Profumeria Web,Bloccato da Anti-Bot,Online,E-commerce,https://www.profumeriaweb.com/cera-di-cupra-crema-idratante-opacizzante-pelli-miste-o-grasse-50ml
2026-07-01,The Ordinary,Niacinamide 10% + Zinc 1%,60ml,Sephora,Bloccato da Anti-Bot,Online,E-commerce,https://www.sephora.it/p/niacinamide-10%25---zinc-1%25---siero-anti-imperfezioni-P3220023.html
2026-07-01,The Ordinary,Niacinamide 10% + Zinc 1%,60ml,Notino,N/D (Layout cambiato),Online,E-commerce,https://www.notino.it/the-ordinary/niacinamide-10-zinc-1-high-strength-vitamin-and-mineral-blemish-formula-siero-viso-leggero-contro-le-imperfezioni-della-pelle/
2026-07-01,CeraVe,Detergente Idratante,473ml,Douglas,Bloccato da Anti-Bot,Online,E-commerce,https://www.douglas.it/it/p/5002931180
2026-07-01,CeraVe,Detergente Idratante,473ml,XFarma,18.50,Online,E-commerce,https://www.xfarma.it/it/cerave-detergente-idratante-viso-pelle-da-normale-a-secca-i-acido-ialuronico-e-ceramidi-473ml.html
2026-07-01,Cera di Cupra,Crema Idratante Opacizzante,50ml,FarmaSave,Bloccato da Anti-Bot,Online,E-commerce,https://www.farmasave.it/cera-di-cupra-crema-idratante-opacizzante-pelli-miste-grasse-50-ml.html
2026-07-01,Cera di Cupra,Crema Idratante Opacizzante,50ml,Profumeria Web,Errore Connessione,Online,E-commerce,https://www.profumeriaweb.com/cera-di-cupra-crema-idratante-opacizzante-pelli-miste-o-grasse-50ml
2026-07-01,The Ordinary,Niacinamide 10% + Zinc 1%,60ml,Sephora,Bloccato da Anti-Bot,Online,E-commerce,https://www.sephora.it/p/niacinamide-10%25---zinc-1%25---siero-anti-imperfezioni-P3220023.html
2026-07-01,The Ordinary,Niacinamide 10% + Zinc 1%,60ml,Notino,N/D (Layout cambiato),Online,E-commerce,https://www.notino.it/the-ordinary/niacinamide-10-zinc-1-high-strength-vitamin-and-mineral-blemish-formula-siero-viso-leggero-contro-le-imperfezioni-della-pelle/
2026-07-01,CeraVe,Detergente Idratante,473ml,Douglas,Bloccato da Anti-Bot,Online,E-commerce,https://www.douglas.it/it/p/5002931180
2026-07-01,CeraVe,Detergente Idratante,473ml,XFarma,18.50,Online,E-commerce,https://www.xfarma.it/it/cerave-detergente-idratante-viso-pelle-da-normale-a-secca-i-acido-ialuronico-e-ceramidi-473ml.html
2026-07-01,Cera di Cupra,Crema Idratante Opacizzante,50ml,FarmaSave,Bloccato da Anti-Bot,Online,E-commerce,https://www.farmasave.it/cera-di-cupra-crema-idratante-opacizzante-pelli-miste-grasse-50-ml.html
2026-07-01,Cera di Cupra,Crema Idratante Opacizzante,50ml,Profumeria Web,Bloccato da Anti-Bot,Online,E-commerce,https://www.profumeriaweb.com/cera-di-cupra-crema-idratante-opacizzante-pelli-miste-o-grasse-50ml
2026-07-15,The Ordinary,Niacinamide 10% + Zinc 1%,60ml,Sephora,Bloccato da Anti-Bot,Online,E-commerce,https://www.sephora.it/p/niacinamide-10%25---zinc-1%25---siero-anti-imperfezioni-P3220023.html
2026-07-15,The Ordinary,Niacinamide 10% + Zinc 1%,60ml,Notino,N/D (Layout cambiato),Online,E-commerce,https://www.notino.it/the-ordinary/niacinamide-10-zinc-1-high-strength-vitamin-and-mineral-blemish-formula-siero-viso-leggero-contro-le-imperfezioni-della-pelle/
2026-07-15,CeraVe,Detergente Idratante,473ml,Douglas,Bloccato da Anti-Bot,Online,E-commerce,https://www.douglas.it/it/p/5002931180
2026-07-15,CeraVe,Detergente Idratante,473ml,XFarma,18.50,Online,E-commerce,https://www.xfarma.it/it/cerave-detergente-idratante-viso-pelle-da-normale-a-secca-i-acido-ialuronico-e-ceramidi-473ml.html
2026-07-15,Cera di Cupra,Crema Idratante Opacizzante,50ml,FarmaSave,Bloccato da Anti-Bot,Online,E-commerce,https://www.farmasave.it/cera-di-cupra-crema-idratante-opacizzante-pelli-miste-grasse-50-ml.html
2026-07-15,Cera di Cupra,Crema Idratante Opacizzante,50ml,Profumeria Web,Bloccato da Anti-Bot,Online,E-commerce,https://www.profumeriaweb.com/cera-di-cupra-crema-idratante-opacizzante-pelli-miste-o-grasse-50ml
